id,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25
32569,58886,14821,12662,15660,668,763,9103,28650,14709,1923,13503,9469,769,17494,78256,28580,50225,28975,57575,124639,682,521,27281,17139,32611
20075,13612,11455,20197,9490,12278,820,5503,57834,8845,178,10731,21915,414,25497,16769,29143,25445,58680,5551,19324,27995,11381,607,29973,10050
28430,26865,18887,17897,27346,168283,12107,2302,10586,828,580,26278,38006,17661,8356,30168,9306,9344,1480,127973,10831,55667,847,11969,11485,32075
28794,24920,19204,40961,23637,48149,21588,41007,2259,39867,16180,23439,37530,11415,30910,10170,1554,75889,33344,25520,2176,40490,15856,40446,6037,12229
20197,13612,20075,11455,9490,12278,19324,5503,8845,178,820,57834,414,10731,21915,25497,5551,16769,29143,25445,58680,10050,24254,27995,21355,21055
43316,1712,69605,41730,28580,31102,1978,166680,20620,41769,18168,9802,786,10427,12508,9443,889,48958,21311,30308,8737,23111,9781,63709,16858,17887
34689,35412,11123,38688,22733,910,963,61536,993,11016,6620,289,8095,488,22292,11955,18783,14698,3090,4825,705,17887,19997,20173,21734,6715
25690,422,29478,335,92381,2990,21183,2321,1408,21612,49299,34996,21430,9558,19,4722,12143,11296,29825,2887,686,600,26748,9894,20701,17190
10238,303,289,22874,13528,27854,12761,43109,4174,4175,40694,66092,5961,490,10232,26162,72987,38223,9879,16690,12518,10660,75531,42981,100914,38809
18929,24795,11159,967,10518,52038,10161,16241,23383,8545,949,10722,586,36094,22479,9837,1597,68,9064,44258,635,993,2360,27632,47070,4918
4789,123763,19137,24167,61461,5156,902,9769,10722,8197,48149,586,11361,35161,9586,1597,14832,949,35206,10907,11087,36094,64398,11236,58886,18929
32595,90214,122289,29794,1050,331,28774,9423,8076,8217,25538,2924,43715,11797,867,17664,10774,10149,12241,24405,2157,18086,29393,334,24066,17771
18030,4985,975,35233,5550,15739,462,45019,12479,90715,12626,37718,33250,15762,27265,12186,27223,13509,768,227,17691,28614,10377,32519,43329,18887
18988,488,14698,981,18299,11816,39938,900,6620,4808,804,746,9827,21362,1649,1648,12223,2669,22829,13320,11113,164,947,713,30892,42160
11536,759,10297,21468,19997,239,10653,12311,770,3090,30497,18784,3078,61369,39507,24081,116014,85325,9428,67323,21242,2907,18129,28368,22733,4886
10339,4174,31556,43345,59138,3090,9531,794,11209,2148,19952,32767,11837,27396,6520,12475,10803,61369,19848,4824,9314,10911,2362,11586,16158,5923
39875,25155,10489,3980,201445,10246,22342,2383,10173,276635,48686,14373,18086,32502,681,32636,9313,50850,10676,23439,6415,10014,11858,2133,11851,55561
50031,28121,6522,38129,9737,16094,43230,20701,20239,31586,17711,12311,245268,13697,12560,397,24071,12160,31995,14412,12233,9523,16096,31052,10992,11001
976,11575,9660,239,32562,948,18784,66035,790,10326,36955,36599,49792,12145,623,11414,10127,9529,16889,58372,36568,36489,9995,1380,21879,25438
69605,12584,33668,910,4281,43316,1712,2768,10297,33762,34314,10423,19317,19931,9101,33657,10351,2255,214735,9032,41730,166680,30308,8737,249,20620
65632,646,126996,11936,3586,41050,422,10102,55049,108548,124304,828,249,8974,12611,218,31682,8850,16241,10341,2134,43475,62127,10796,12476,40095
29471,11911,11937,35115,17771,16618,2640,31643,9208,1812,10419,11258,192,1808,9028,10110,80471,26665,8672,85589,12481,120077,8438,85242,319,26610
4780,9540,11223,34604,31938,31935,65460,117,12611,6075,27327,9489,8688,954,10142,9586,111,2067,7340,11033,4816,15564,635,9873,4639,21719
11906,8416,27214,16395,20115,42121,27431,10730,9576,34299,11780,12524,48259,34053,2107,16299,66588,16858,36797,17612,11027,26602,17709,15393,403,11074
11713,5175,10974,10975,2109,10622,9404,8584,11134,19267,12481,990,33542,23805,29968,12207,18764,10098,11827,33676,11230,78149,9462,9333,24452,31342
9589,9816,10668,24100,12774,21355,84116,1880,24913,2770,10497,12618,18975,11457,26744,53092,8447,11101,547,9305,42981,38129,282919,334,4995,9403
12481,25538,80471,11713,120077,26610,89992,77985,9462,29371,10954,9333,11911,48211,10423,29471,11907,126996,29251,682,287821,2211,1363,9586,8810,18734
13333,9374,9462,9333,1535,34746,17466,19267,6071,9469,11593,4958,11713,26263,5854,93,5503,10423,29251,9586,28120,26170,2649,11349,6037,17585
13938,78076,27461,11082,24826,9361,2140,35868,9462,14429,9593,146,10423,89,14778,28169,68170,11114,10803,9417,9073,8336,249,16314,30379,2100
10540,21711,3034,13005,22797,11851,11212,32458,117,506,41006,1669,89,9827,4437,161495,11954,16110,26398,2761,21362,29056,34574,32613,746,42159
9462,10423,9333,9586,29251,682,50627,18734,5854,2928,11974,10783,18990,5503,4958,858,8810,11593,11713,41823,9489,44497,10731,30815,24257,918
82623,54795,11113,22292,9271,168,6715,157,38126,105,10163,27303,64871,165,10823,196,10477,59569,152,154,174,172,30910,113273,15596,45929
2114,19931,10674,2593,42006,10451,9972,11398,18355,11372,38153,466,22256,931,23210,10206,31017,10057,21362,43475,11967,25557,59146,19176,9086,25471
8835,62994,11001,13685,29444,10543,9451,11229,2657,183,23223,2182,8584,24913,15122,9398,10808,46286,1499,17474,18069,136311,903,911,31504,24736
11371,4967,1592,73,10622,949,11899,33725,550,635,586,36094,68,1597,11176,93350,14900,11016,12101,41007,1607,28120,16052,11363,19736,8195
78248,1779,11286,19664,9103,56137,2669,117730,7520,509,10083,125317,85242,2087,682,28501,11973,11856,121738,23439,707,29056,29030,8452,9348,507
9517,161070,45325,20307,9445,9448,63437,29154,36136,6715,10496,9285,9344,819,1535,4477,85325,16620,21242,161,12311,770,67323,36929,47686,62127
25985,9433,2669,4476,161070,297,12233,274,9342,10158,32255,15655,714,42233,54968,62127,9079,1955,10467,1245,41659,10445,10858,37094,42158,195
15745,14534,25128,10218,10029,954,11456,26618,3116,31657,10683,25624,26258,11522,85328,123056,1995,26244,88727,48992,47295,11893,1049,19855,10669,10278
24977,10803,32767,11886,17207,9325,24575,9279,32458,31000,46727,9741,6071,184,680,11412,10479,12107,42458,34604,11959,18161,9644,1770,49410,2300
36107,14170,10971,14919,6415,23439,938,11858,2133,11851,10246,16121,31043,11955,9427,40651,20239,46686,473,32331,43475,19513,11688,124837,10014,14557
113271,103488,299121,58904,2788,39314,1641,113286,18603,10531,27141,18252,9614,9348,10866,10050,33367,123047,8043,16148,12582,11814,2084,15873,424,11826
58904,16672,47951,113271,15856,103488,2788,9348,10383,18801,8043,16148,12582,2084,10531,28295,11826,11377,29393,27141,39314,9614,10050,33367,123047,18256
103489,143,137236,77064,8337,43911,31439,26271,253,267,30946,25430,34053,21355,705,17443,16858,21055,22160,43316,9279,20423,20197,874,123757,99
13794,41852,24276,9387,13795,34615,5652,40562,69828,27273,27745,15256,26408,17006,16158,17949,606,22733,113286,18603,5503,66473,41006,10731,29946,39406
13795,2102,13794,40562,1480,36344,871,11422,39176,69828,12101,27932,11234,665,11123,8487,15256,17006,113286,25099,26408,18603,5652,66473,15198,2182
103488,1499,113271,31682,10787,8216,25719,11853,20927,4104,22588,15143,5680,11979,136134,58904,10137,10871,75641,903,2788,1694,107946,11808,32031,2320
73482,73575,9102,32600,9277,4437,578,11780,579,642,16858,10651,25993,10971,26912,5608,20006,18588,13757,11307,33743,3076,277726,17169,19004,14170
38965,9942,792,66473,9416,10098,28971,914,28978,3082,93350,36208,901,28973,962,30588,38153,11718,11363,10673,31016,51521,34379,10057,39424,9255
47817,31017,10057,17170,11967,9086,19176,17182,1644,1551,11856,31863,9058,20443,9089,11398,22256,11229,11372,3064,466,9972,18355,38153,931,23210
31052,14412,9326,2075,10303,1443,17834,11591,249,22345,26798,47881,42424,11592,201724,58084,8217,407992,37244,9355,2157,10149,17771,2666,47434,1955
10868,9359,32027,14612,11308,42486,32924,11521,274,9281,744,1049,47574,42010,71881,686,1945,16084,9089,27141,125498,10050,32331,32020,15855,66035
9395,87774,40507,11380,22021,20678,184,22048,23939,2320,28650,8845,782,45549,1946,9625,10877,5503,11365,8069,31606,10173,25994,3512,77670,45565
14506,97805,762,136311,36819,11893,6552,16306,24254,34223,303693,25557,3512,21056,177,15031,11834,68,124853,583,63,14919,19124,32081,11379,45864
5333,634,11954,10592,63639,48958,229,1610,93946,30157,37291,9844,30197,10687,21132,12635,9308,11857,41006,11531,3035,13496,8009,66634,24266,26255
4281,910,12584,33668,69605,33762,2768,34314,19317,10297,10423,9101,5052,19931,10351,214735,33657,2255,9032,89861,13939,4192,14373,24873,16249,6037
2,15855,73351,340210,37818,27352,88030,25660,125717,37144,10354,8470,10673,10126,2924,18129,37094,9277,20649,12623,21612,949,10220,9411,28732,6346
26044,13665,80287,10784,77074,77915,102304,32499,20758,33668,2769,343,64382,17281,13764,909,3110,29376,32636,3083,43832,18264,36914,11286,8984,14275
59797,1694,18111,3073,26661,9333,29251,11974,41659,18734,5854,30815,11593,44497,11973,40867,918,9374,9586,10635,8810,16406,50627,61813,97,12211
14911,169,943,944,942,941,10871,39437,9054,11088,64802,8007,24664,8963,6346,9798,11000,10083,13697,10393,11306,12106,10830,8012,56583,27281
15592,5693,95627,123728,68426,25166,20242,2925,16084,43230,12151,2094,3121,996,16535,15800,19483,11773,18256,16380,691,5622,93427,10340,43802,113279
15267,1639,9909,1547,61548,9425,35588,45928,11037,2294,31586,15789,15513,26475,10796,17711,125263,11934,32502,7341,19855,41282,11929,1793,47452,59939
12710,19494,12472,12151,32562,68426,25166,20242,2925,25221,18220,15592,248,21468,43905,75531,27059,9835,9255,10439,813,10551,9449,6106,11028,9604
30502,4925,102732,10122,5683,11015,11326,31667,20367,14584,8974,43368,32058,18588,31701,47818,10388,79306,124632,9453,33245,17949,84116,12538,5689,13997
19382,34996,707,13715,91076,10395,9894,2058,2033,21612,45905,10668,20681,8587,15050,9558,11336,28774,9033,21430,11980,18990,14342,14550,25147,105
24679,801,10385,35868,9559,688,7095,24113,18417,696,20857,67307,20391,11862,242,11561,703,11686,2176,9482,17908,10440,9415,18254,33,66
9599,2294,607,37144,10411,10056,27813,68170,22796,1779,2005,25750,9327,8487,12118,12129,54795,10157,10587,617,22067,31535,14170,2292,1832,2293
94440,59585,10552,31908,36136,311,226229,59569,47947,9945,31701,6106,1443,108365,31863,4639,29946,19736,3049,44326,11062,143750,16235,11071,5652,2246
17170,31017,47817,10057,11967,9086,19176,17182,1644,11229,1551,11372,466,9972,22256,18355,38153,11398,931,23210,20307,29946,10206,31004,29887,124460
18509,19933,49126,990,168450,14741,173,28120,240,10015,5175,23805,124632,10975,11713,12280,29968,49803,10098,9277,8470,90715,11977,10126,9422,37094
110428,269,175,104931,42237,409,10644,60670,36040,37616,11876,7305,266,8072,101,12478,8843,77936,50785,98505,61651,36344,3110,8074,6312,111367
34604,11959,13766,9540,4780,11446,32458,8223,161795,15658,18935,184,188589,9741,42458,6071,12107,680,11223,10479,11412,9644,24977,12614,10658,10674
14441,39787,9749,1700,19200,10663,78133,19076,25969,21252,59232,31044,6279,43742,268,9413,14742,2769,30295,26912,10875,10998,10971,8052,11929,10385
7520,59066,10130,57855,29251,9873,16820,62463,711,11542,11054,380,6116,55123,11873,27059,11008,32043,26791,628,24257,26291,14908,2669,110972,1779
10126,8470,12280,37094,9422,2119,240,32031,2895,11335,624,694,1637,5971,22213,10427,2649,6075,32924,18252,26578,687,58048,10142,47724,41852
9602,5709,2108,11353,36056,150,9995,9085,1621,808,11062,306,17159,48781,11814,703,169,6522,525,20443,12489,11568,10696,18414,8052,10897
23752,1888,11356,18080,27472,11520,11933,2617,15602,620,9612,1621,2978,9099,47302,61536,25520,8916,25697,8333,61369,40206,40694,27367,3090,4886
41952,617,8438,31641,10533,9772,1788,18,9631,12714,21032,9383,19209,49792,45225,109614,63437,11601,29193,25562,619,19855,140897,397,15764,46094
3980,15379,12663,2163,24575,39875,10329,124821,39930,10489,22342,40639,201445,10173,36647,10127,2383,10057,161806,12702,9713,1648,23928,12508,11674,276635
10127,948,11575,36599,790,9660,10326,36955,239,49792,41357,976,12145,623,32562,16889,9995,9423,9278,11428,3980,12702,11281,11675,13549,8987
12702,84586,10603,37636,1091,8337,59939,3133,16642,125707,9008,949,8741,11454,26174,3980,43463,8489,10127,15596,26156,168450,18264,21352,11525,31556
27397,11235,42158,36447,17362,32458,10540,27150,77314,21711,10806,161495,45905,10858,3034,36049,68924,6521,42159,53685,14578,22490,14709,20758,41801,21362
9748,11777,35196,10537,10684,795,18551,858,10449,9489,9607,41963,12623,397,11983,9444,2614,2613,2058,30666,639,12160,9549,43463,11232,9062
40095,30943,85242,10280,10052,26719,52770,20173,1578,771,18391,59930,9749,25944,9457,772,14291,8867,32047,9827,27327,8844,2614,11974,331,39314
10651,87190,9559,8649,20006,319,688,17169,47199,65134,638,2212,828,55306,9678,2074,21849,11815,66,10072,17689,2033,10354,429,5551,20391
10141,993,8545,983,11899,11176,14900,11353,35201,12582,14778,1485,20794,14347,31638,10437,11372,8388,34388,15598,15247,31935,630,9737,11033,299
27362,18642,49474,18317,16249,43037,454,6003,14136,20723,10869,10858,22660,10806,24816,36049,68924,6521,12335,77314,22490,15943,17984,433,33356,34774
5680,36685,9441,26269,32059,287,4460,50203,15940,16127,23954,16340,22994,21242,10957,109479,26617,27813,8130,43332,29723,103488,124829,18391,79515,113096
26386,18935,8737,249,10673,23518,11038,11223,32499,24748,1859,18691,55912,15564,12611,58985,1654,576,9449,551,8871,11041,23730,27396,28978,57745
34053,16858,10730,9576,12524,48259,11780,66588,11027,3526,57834,13939,42087,12623,31978,17941,2614,18551,2107,50043,12160,91217,28313,9549,34299,14577
25884,9346,55699,11087,9382,1552,11800,77074,9403,4916,9447,48781,26174,61651,10034,2756,11853,16619,19380,127973,963,27607,33743,1633,4104,22588
26355,49728,26978,27768,17207,14285,9313,15144,38982,11522,74692,47585,18069,8856,10495,14621,31603,44857,1366,1375,1885,21626,13824,9267,1788,20197
10675,109479,47439,4481,11,1892,829,1891,805,10531,622,11481,10497,28156,5503,17961,12652,123757,9281,2655,4477,33245,9869,22292,22915,3767
38982,77670,24831,49728,10019,26978,27768,8491,8494,13703,26912,14832,15144,11522,74692,26355,11549,14534,47585,68274,10635,5693,12518,21355,9879,16406
10130,7520,59066,57855,29251,11566,348,11541,926,9873,16820,62463,27059,711,11542,11054,6116,55123,32043,24257,11008,26791,679,26291,110972,54933
2617,11933,1621,620,9612,2978,9099,47302,25520,8916,25697,30168,525,11568,23752,2779,12120,19259,11064,2609,30690,10747,10393,27472,15602,85325
38615,31941,10131,1091,8337,11443,15596,2277,9441,21352,11472,788,771,15489,26156,21589,79593,772,11381,2105,13997,14367,40932,671,10634,124636
21362,9827,746,42160,30892,2605,33689,18988,947,31044,11954,10540,29056,32458,628,32613,32767,10803,5971,21711,22797,1770,34574,29074,28902,24575
30690,19259,11064,2609,38921,30168,26291,85325,1775,2616,11718,2617,19357,2620,12236,22617,46498,19150,18414,14464,1879,8769,525,10220,11568,29372
75889,30946,20096,11674,10849,8467,9281,744,11076,47574,42010,10655,11300,9849,25188,17770,1644,31924,50116,2292,6488,9713,29372,12235,20759,8348
38500,16146,5709,11223,2057,8336,33374,16180,249,11298,28597,14822,30379,9638,983,2108,29064,12476,679,268,11082,23618,32595,49763,10673,14742
26723,14831,12105,29048,30168,704,525,11568,8769,10220,29372,51679,251481,77670,37820,753,2609,1788,38982,58985,621,27745,26912,14832,40867,18603
20443,11856,31863,9058,9089,3064,35196,38809,47817,2108,12187,11978,32456,2428,12117,90715,12715,28216,9390,11888,16560,55936,8867,6,11157,125582
49365,56830,43634,47620,42787,494,33725,622,11899,70282,114719,32484,742,11107,10336,940,118052,47724,11176,291731,43340,11649,78285,50001,630,24918
11347,26371,509,22279,41160,10154,981,11306,36657,11472,10766,11232,9705,12519,7227,44705,14040,15497,43795,900,15515,10497,22356,712,3085,10612
12144,19004,7450,9444,16093,4978,11704,1832,22611,28032,23439,11497,124619,629,9479,379,9587,10307,857,9946,10530,37636,489,10895,58084,117553
13704,15142,49338,1547,40773,10865,33172,13346,166680,26258,39448,31225,141210,12658,9401,21538,14429,1018,39310,49806,33657,22597,9033,38554,105,198
12505,235,19457,98,8224,468,2322,11414,47818,1879,2362,26928,28047,15655,8987,38557,9717,26618,21309,24266,12723,50797,1493,293,13965,17600
41963,39424,11932,11777,146341,35196,18169,9748,10684,41969,10537,795,21500,11557,29015,858,10449,9489,30666,639,18551,100568,9303,11983,397,2613
13482,124645,32274,19489,27322,9600,29461,9277,34582,115872,9560,606,10236,11165,62364,642,547,16162,124475,56162,10801,21711,88727,139,2667,3543
34014,11667,32767,2907,2758,43775,10276,125762,21055,116014,55049,47439,5241,19150,47502,838,11352,23111,9409,10896,21921,66034,42158,13446,14741,39473
29739,14621,9529,11419,31667,47889,11153,27625,9531,21921,5825,2608,11418,22317,9085,14662,15596,31220,183,10683,23805,22102,8336,16263,125263,16550
12120,26789,61178,2087,10068,11933,918,9612,620,2617,1621,2978,9099,47302,8916,25697,10391,25520,3526,2006,21311,426,1687,39940,10019,9336
47818,32058,12505,8974,31667,235,11326,20367,14584,4925,18588,31701,10388,102732,30502,9453,19457,38722,98,468,8224,11015,68894,11797,74140,826
38617,2148,21430,15698,1632,1359,9331,10873,16560,4174,22915,43345,33245,19380,9271,20850,9008,11983,8374,46797,11051,1592,9411,45671,11980,19664
3543,56162,391,55372,125548,13482,34582,9560,115872,62364,11165,124475,124645,139,10801,88727,159,2667,27099,22597,23618,12280,77074,249,21711,8217
51321,44414,2134,562,1775,22797,26686,20678,2887,11904,14662,18317,43079,27150,13853,9377,30202,78406,26333,48862,22230,3175,207541,10974,99,26475
9604,6106,55731,525,10345,14398,46786,26689,11888,9626,9449,10559,11889,27332,5852,14900,25440,29393,46435,8469,10013,9268,218,53185,150,9593
24929,10925,10225,40771,18462,15515,12582,35161,27958,85,24645,9647,17190,9663,97537,24920,10331,19357,11862,27932,65015,13962,28736,165,28165,240
10925,24929,24645,27958,9647,9663,85,19357,27932,65015,13962,28736,13549,29946,143750,11071,5652,24920,40220,10331,25520,31004,10552,94440,11933,2617
13965,22657,24266,95,3172,12596,2895,1365,21128,24470,12498,21355,12505,17133,235,9086,10778,9717,27768,10366,13155,16690,14822,20681,8987,10278
24266,13965,37291,30157,9844,31945,26255,215373,11531,18990,15875,657,12505,25520,11970,43368,39891,93946,213985,660,235,10388,49799,5333,646,43342
58434,25934,18784,66035,31624,10671,29918,23518,43329,11038,23954,22013,11235,976,10669,9879,19150,4995,21242,77064,11570,11426,12475,26798,9945,16235
18197,27303,17190,20348,9437,10398,10564,18681,22167,123728,65501,25723,46027,22796,25641,87462,23223,75888,10774,47889,31924,10551,55727,1857,968,12658
70842,42458,56830,20620,10136,123047,27995,46063,32458,9816,10869,9741,184,11326,349394,132641,6071,12502,11542,9008,33516,11347,34604,10479,11959,680
38909,11977,209345,713,14839,2142,33519,13787,982,43103,11051,44535,29911,36606,32669,14035,18391,21915,15596,58680,11386,191874,80471,40506,20649,33644
17126,1551,8834,6073,11191,1945,104301,27418,29076,43566,114,4806,82865,9095,9079,509,9441,11467,11860,136311,49721,18402,462,11893,9944,10472
11503,10002,5241,31361,8839,602,47475,15300,7450,2064,11596,26149,4234,4233,4232,12158,12521,41326,17918,9825,33278,638,46625,377,16148,35588
38558,35463,36141,651,15489,45609,9977,18885,76891,42518,12500,10493,24951,39406,2277,42087,35119,11592,25678,161687,42261,8413,17474,35796,21484,11215
9717,20681,31618,10655,2322,11414,1879,792,31650,24405,20762,9942,21721,12560,26928,707,6951,9876,69848,11856,83718,714,12505,380,40820,4986
11966,11031,47947,2605,9446,40505,22796,31608,47941,3036,14347,17834,18331,2428,11223,30793,39314,33374,8336,10478,37302,30379,57575,63639,11597,8854
2605,33689,13776,21362,11966,42424,9336,10328,26441,39074,12118,10157,9446,10587,8388,2608,15762,31608,20794,12500,16155,27745,32227,25678,13595,25682
8740,2620,16448,1644,123056,80677,9529,117500,67385,66473,61560,196940,27452,11907,2182,172868,11415,42486,50512,42597,45827,8078,31417,13701,7300,36943
25497,5503,57834,10731,820,178,8845,414,16769,29143,5551,10990,3525,11300,46029,29973,607,11808,31642,10357,10398,10479,20075,14136,9490,27995
38560,12614,34322,5925,17795,918,30815,11593,9374,80351,45827,9586,9333,11071,31004,29946,9268,3179,11843,143750,9660,11575,52961,5652,4824,12518
50203,26269,9441,287,23954,32059,36685,16340,10585,49788,687,9479,10731,49803,1541,10478,21349,15940,4460,109479,4916,21242,22994,26617,16127,10957
26798,19150,10669,9879,4995,35976,9326,2075,17834,14412,11591,10303,31052,1443,11286,4985,4986,69928,77064,27265,80287,4988,16235,11950,69828,40729
91445,6072,31593,47908,13166,46786,51763,23730,35936,71402,11107,35463,11112,9382,68426,73079,10945,12121,2005,525,873,10220,38921,14444,3587,36259
41428,17991,9606,41577,9313,10386,11955,10787,10163,11037,28737,2038,16307,106230,10839,40220,3076,865,12780,11591,31682,32569,2277,682,11234,13666
8337,1091,11443,8769,15596,21352,26156,79593,11495,21589,187851,7340,75386,16180,80350,70199,871,38615,12702,28145,40879,28732,17971,9945,692,11654
47493,453,8986,10657,36773,12509,11587,22167,10345,87078,26337,10656,2756,11157,220,200383,16084,21736,2923,14285,11886,707,110513,26890,78076,48958
8463,38922,34760,37247,24735,11861,22688,110972,11673,10278,10357,49963,13852,830,30159,36773,6068,532,705,11252,9869,15007,43535,125762,37230,77
41974,14550,33214,105,13554,22345,165,196,36357,856,400,15139,36040,24453,32855,43488,71067,9255,43510,125498,16307,18990,10395,682,34996,19382
28176,10858,68924,6521,30946,9663,2160,36049,9686,10806,15875,22490,223,8348,1644,11462,39938,31924,50116,40154,85,20758,25188,18158,77314,12235
9493,6280,10830,10896,11088,364,15723,11975,46889,14034,11896,249,11858,25166,169,943,941,942,944,12151,9054,39437,10871,14911,13368,11129
26603,24086,11395,77985,96,90,306,20367,183,15138,13320,9967,13485,16508,34077,8913,18282,14906,65460,3179,13667,28216,11777,11365,46797,41878
33172,1547,15142,49338,13704,39929,10865,679,13346,11223,16314,30379,12476,8336,9638,218,10803,15745,33374,268,16146,29064,249,954,11597,11082
29095,39406,10548,24913,25767,47501,10134,8356,24873,18242,927,884,928,24126,95682,20701,16372,78256,11569,68170,27764,16520,6264,43136,15037,19366
12582,10531,9348,123047,33367,11826,424,993,16148,783,2788,8043,10141,2084,8545,9614,10050,27141,39314,983,1641,10383,18462,9398,31768,17190
10001,37716,38772,98502,28043,47947,85325,29243,2134,15158,26953,24126,27593,19736,226229,6312,117500,65460,50785,27103,96288,91598,108365,3049,14886,19490
11352,1710,378,46889,713,236,3114,34314,33762,9089,10423,9101,33657,37112,1687,1685,50541,39197,10276,840,879,11778,21309,27332,56583,24153
12500,25678,25682,103960,5925,16155,38558,13595,29946,8388,20794,143750,42160,11071,15762,10380,27745,5652,2605,17644,10878,33689,1498,2164,32227,43037
25678,12500,25682,5925,103960,16155,38558,29946,143750,13595,42160,8388,20794,27745,15762,11071,5652,10380,2605,17644,10878,33689,43037,1498,2164,9268
25682,12500,25678,103960,5925,188870,20794,43860,47686,29946,28732,8388,143750,2898,8358,42160,11071,15762,10380,27745,10763,13595,16155,5652,2605,17644
32049,36555,8069,11893,136311,24254,867,8874,4639,10003,19124,10493,17897,9869,1831,97805,9331,9481,27985,19952,13785,887,8834,43109,73969,6073
45225,32855,26959,30950,52654,41952,617,8438,31641,16448,31610,10397,7341,580,46992,145,1788,14342,12714,13785,11031,49792,15723,109614,21032,19209
1648,1649,34941,121091,10685,21309,1089,11660,468,74340,55551,18988,70199,1637,9886,25994,24264,10057,2666,10393,12123,13820,20857,602,9713,3980
4105,9458,10424,46027,10449,26425,400,19952,78406,12475,9454,8737,10673,11223,249,12628,855,9740,38809,1541,348,27932,33689,21849,11857,55
22711,261,5919,802,9769,10478,287,29973,16723,20761,10158,16508,9277,11873,838,11593,26269,52780,903,40220,990,5780,24226,24748,83500,27150
19124,21610,17585,526,78,42258,65134,43194,1770,28902,26203,18801,49410,25232,11594,139408,25155,30666,4722,11569,14271,762,867,23599,31004,10493
69828,40562,19150,15256,10669,9879,17006,4995,26798,13794,13795,35976,11235,41730,65501,46924,11286,4985,80287,4986,11950,69928,602,664,20283,27265
53150,25447,71881,2067,602,236,8839,7450,47475,568,40866,3536,664,15300,42158,2064,9404,36447,20697,343,10882,251481,2978,1073,9825,20857
10142,6075,2649,5971,687,58048,26578,47724,117,21612,8741,37146,134368,10126,10155,24525,13715,27526,10950,38295,5955,226229,12103,9586,27327,506
3064,11856,9058,31863,20443,9089,103,40687,12187,35196,38809,47817,11978,32456,88,2005,29030,3074,12159,9390,90715,12715,28216,9731,24940,12117
86093,22477,11112,11382,11521,66035,35284,8130,161495,32058,11157,26269,14584,6037,15940,32059,23954,196280,287,9441,50203,9465,1888,36685,16340,16127
10134,9103,10222,24873,29095,25767,8356,47501,18242,78256,8831,9405,884,17466,9349,10366,9594,2019,9091,11667,10861,11690,37498,9073,11379,55687
21291,12121,41579,31674,24264,15602,9504,11314,6522,10872,46786,26798,52961,9967,9283,51763,1368,11575,21132,8491,284,17795,29786,7227,1648,35936
4925,102732,30502,11015,18588,31667,11326,20367,8974,14584,32058,31701,10388,47818,10478,2453,4916,43368,79306,9453,29372,124632,12538,17949,13997,32326
30352,9771,25066,29621,35118,26954,14398,9604,9449,2981,55731,10559,6106,14900,10345,25440,46435,11889,27332,10013,5852,29393,53185,11639,11028,854
15142,49338,13704,1547,10865,33172,13346,40773,166680,39448,8438,31225,14550,47686,10210,28176,32284,61813,10072,51521,641,10160,9322,10131,41326,40651
14550,105,165,196,22345,13554,41974,36357,856,400,15139,32855,43488,14742,71067,9255,43510,125498,18990,268,682,25147,33015,16307,12280,34996
32075,10831,1480,12107,466,55667,18887,11485,9972,23210,22256,18355,38153,11398,931,11372,10206,62677,55123,31017,22692,651,28430,47817,8291,17170
2210,9426,9713,20759,20682,15128,10699,24077,10137,1541,330,10992,11287,27303,21185,20096,27745,50116,2292,30946,1644,31924,40880,12235,8348,11674
25005,21721,46748,8074,95963,11353,150,4985,49763,18828,9085,49235,808,17612,17159,77010,9103,48787,12107,10136,46786,10222,96,8072,6522,27455
21721,49763,25005,17612,20681,10655,31618,9717,216794,47302,21915,11353,11386,58680,6522,11223,249882,8336,62677,10784,10141,33374,9737,249,11663,11873
116014,9428,2907,28368,2758,15506,39507,18129,3090,61369,27150,41240,4886,22733,2075,40220,15739,34014,983,11536,10339,11016,31507,488,47502,838
11828,22611,10948,32081,25447,71881,1073,2067,10608,762,10154,635,10937,2453,505,10068,869,11777,9610,22733,10403,583,16249,687,9387,10658
55699,21056,25884,37530,17190,59939,19419,4247,10208,9816,1880,754,10668,9208,26744,9422,621,21355,9770,8012,18975,2770,2928,9705,5491,27455
10551,879,5924,9770,12704,10047,380,10699,9576,586,10518,10153,3116,37247,6950,117,506,11040,31546,12102,1669,41006,31582,10312,89,21991
20713,22649,11899,11176,630,494,32484,11107,21299,118052,11649,43340,24918,33725,622,62422,15247,9070,31516,20306,14900,291731,11831,41462,42981,9387
27461,248757,12498,24470,5919,9415,9073,261,10533,11416,10173,1439,24826,14429,625,11082,11357,7093,13938,642,49981,9455,11870,42233,16508,2024
41969,41963,1831,68545,332,671,39424,11932,858,146341,11777,17897,249358,10537,10307,35196,10684,9748,795,106837,108346,13962,10449,10210,30666,9489
1380,2640,192,31643,9208,11258,319,3526,26333,11575,9529,9660,855,58372,36568,239,976,21879,36489,32562,25438,18203,28941,9360,10016,29918
19157,10723,213985,25128,11068,9425,9079,20697,38809,27993,29193,23283,41417,13496,9614,38043,9678,23333,38225,955,18074,10663,11003,10497,12618,11457
